[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SAU_monarchy_DEF, file: localisation/countries_l_english.yml, value: Saudi Arabia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: VICTORY_POINTS_, file: localisation/victory_points_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRA_monarchy_party, file: localisation/parties_l_english.yml, value: Estado Novo
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRA_monarchy_party, file: localisation/parties_l_english.yml, value: AIPB
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: PAN_democratic, file: localisation/countries_l_english.yml, value: Panama
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: PAN_democratic, file: localisation/countries_l_english.yml, value: Panama
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOM_democratic, file: localisation/countries_l_english.yml, value: Somalia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOM_democratic, file: localisation/countries_l_english.yml, value: Somalia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: POR_regimento_de_comandos, file: localisation/country_portugal_l_english.yml, value: Regimento de Comandos
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: POR_regimento_de_comandos, file: localisation/lar_focus_l_english.yml, value: Regimento de Comandos
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ITA_BUILD_AIR, file: localisation/country_italy_l_english.yml, value: The Italian Airforce
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ITA_BUILD_AIR, file: localisation/focus_l_english.yml, value: The Italian Airforce
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_intervention_india_descision_category, file: localisation/country_austria_l_english.yml, value: Intervention in India
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_intervention_india_descision_category, file: localisation/mtg_decisions_l_english.yml, value: Intervention in India
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GRE_democratic, file: localisation/countries_l_english.yml, value: Hellenic Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GRE_democratic, file: localisation/countries_l_english.yml, value: Hellenic Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SAU_democratic, file: localisation/countries_l_english.yml, value: Arabian Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SAU_democratic, file: localisation/countries_l_english.yml, value: Arabian Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: CRO_democratic, file: localisation/countries_l_english.yml, value: Croatia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: CRO_democratic, file: localisation/countries_l_english.yml, value: Croatia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ENG_democratic, file: localisation/countries_l_english.yml, value: United Kingdom
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ENG_democratic, file: localisation/countries_l_english.yml, value: United Kingdom
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: USA_strategic_bombing, file: localisation/country_usa_l_english.yml, value: Strategic Bombing
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: USA_strategic_bombing, file: localisation/focus_l_english.yml, value: Strategic Bombing
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: DDR_democratic, file: localisation/countries_l_english.yml, value: Constitutional Germany
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: DDR_democratic, file: localisation/countries_l_english.yml, value: Constitutional Germany
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_debug_events.1.d, file: localisation/country_russia_l_english.yml, value: Mama
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_debug_events.1.d, file: localisation/country_russia_l_english.yml, value: Kerensky
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRS_ADJ, file: localisation/countries_l_english.yml, value: Brazilian
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRS_ADJ, file: localisation/countries_l_english.yml, value: Gaúcho
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRS_DEF, file: localisation/countries_l_english.yml, value: the Brazilian People's Empire
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BRS_DEF, file: localisation/countries_l_english.yml, value: Rio Grande do Sul
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: POL_democratic, file: localisation/countries_l_english.yml, value: Polish Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: POL_democratic, file: localisation/countries_l_english.yml, value: Polish Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SPB_democratic, file: localisation/countries_l_english.yml, value: Spain
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SPB_democratic, file: localisation/countries_l_english.yml, value: Spain
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GXC_democratic, file: localisation/countries_l_english.yml, value: Guangxi Independent Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GXC_democratic, file: localisation/countries_l_english.yml, value: Guangxi Independent Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GER_FOCUS_ON_BATTLEPLAN, file: localisation/focus_l_english.yml, value: Focus on Battleplan
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: GER_FOCUS_ON_BATTLEPLAN, file: localisation/focus_l_english.yml, value: We need to focus on training officers and generals to make great plans, tactics wins battles!
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SHC_democratic, file: localisation/countries_l_english.yml, value: Shandong Clique
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SHC_democratic, file: localisation/countries_l_english.yml, value: Shandong Clique
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.d, file: localisation/country_france_l_english.yml, value: placholeder
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.d, file: localisation/country_france_l_english.yml, value: placholeder
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.a, file: localisation/country_france_l_english.yml, value: We shall help our Austrian brothers, to War!
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.a, file: localisation/country_france_l_english.yml, value: We shall help our Austrian brothers, to War!
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.b, file: localisation/country_france_l_english.yml, value: We should finalize our defenses first, let the Prussians weaken
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.b, file: localisation/country_france_l_english.yml, value: We should finalize our defenses first, let the Prussians weaken
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.t, file: localisation/country_france_l_english.yml, value: Austria begs for support
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: french_inteverntion_in_prussian_expansion.5.t, file: localisation/country_france_l_english.yml, value: Austria begs for support for the third time
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: PAL_democratic, file: localisation/countries_l_english.yml, value: Palestine
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: PAL_democratic, file: localisation/countries_l_english.yml, value: Palestine
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_the_southern_menace, file: localisation/country_russia_l_english.yml, value: The Southern Menace
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_the_southern_menace, file: localisation/country_russia_l_english.yml, value: The Southern Menace
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: austria.138.t, file: localisation/country_austria_l_english.yml, value: Austria demands we hand over Thrace
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: austria.138.t, file: localisation/country_austria_l_english.yml, value: The government of Austria has demanded that we hand over the territory of Thrace to the Greek Empire, one of their close allies.
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: austria.135.t, file: localisation/country_austria_l_english.yml, value: Austria demands we hand over Macedonia to Serbia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: austria.135.t, file: localisation/country_austria_l_english.yml, value: The government of Austria has demanded that we hand over the territory of Macedonia to Serbia, one of their close allies.
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_democratic, file: localisation/countries_l_english.yml, value: Serbia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_democratic, file: localisation/countries_l_english.yml, value: Serbia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_democratic, file: localisation/countries_l_english.yml, value: Serbia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_democratic, file: localisation/countries_l_english.yml, value: Serbia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ARG_democratic, file: localisation/countries_l_english.yml, value: Argentine Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ARG_democratic, file: localisation/countries_l_english.yml, value: Argentine Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: FRA_IGNITE_BOLSHEVIKS, file: localisation/country_france_l_english.yml, value: Stir up the Bolsheviks
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: FRA_IGNITE_BOLSHEVIKS, file: localisation/country_france_l_english.yml, value: Ignite the Bolsheviks
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ENG_democratic_party, file: localisation/country_uk_l_english.yml, value: National Government
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ENG_democratic_party, file: localisation/parties_l_english.yml, value: Conservative Party
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: USA_democratic, file: localisation/countries_l_english.yml, value: United States Of America
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: USA_democratic, file: localisation/countries_l_english.yml, value: United States Of America
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: MON_democratic, file: localisation/countries_l_english.yml, value: Mongolian Parliamentary Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: MON_democratic, file: localisation/countries_l_english.yml, value: Mongolian Parliamentary Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NSI_democratic, file: localisation/countries_l_english.yml, value: Ayutthayan Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NSI_democratic, file: localisation/countries_l_english.yml, value: Ayutthayan Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AFG_democratic, file: localisation/countries_l_english.yml, value: Republic of Afghanistan
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AFG_democratic, file: localisation/countries_l_english.yml, value: Republic of Afghanistan
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NMB_democratic, file: localisation/countries_l_english.yml, value: Namibia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NMB_democratic, file: localisation/countries_l_english.yml, value: Namibia
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_reverse_the_language_laws, file: localisation/country_austria_l_english.yml, value: Reverse the Language Laws
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_reverse_the_language_laws, file: localisation/country_austria_l_english.yml, value: Reversing the Language Laws in The Imperial Diet
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BOT_democratic, file: localisation/countries_l_english.yml, value: Republic of Bechuanaland
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: BOT_democratic, file: localisation/countries_l_english.yml, value: Republic of Bechuanaland
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: TAN_democratic, file: localisation/countries_l_english.yml, value: Tuva Independent Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: TAN_democratic, file: localisation/countries_l_english.yml, value: Tuva Independent Republic
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NIC_democratic, file: localisation/countries_l_english.yml, value: Republic of Nicaragua
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: NIC_democratic, file: localisation/countries_l_english.yml, value: Republic of Nicaragua
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_1, file: localisation/country_austria_l_english.yml, value: Reduce Inflation
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_1, file: localisation/mtg_decisions_l_english.yml, value: Reduce Inflation
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_3, file: localisation/country_austria_l_english.yml, value: Relief for the Factory Workers
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_3, file: localisation/mtg_decisions_l_english.yml, value: Boost the Weiner Bose
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_2, file: localisation/country_austria_l_english.yml, value: Boost the Weiner Bose
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: AUS_recovery_2, file: localisation/mtg_decisions_l_english.yml, value: Relief for the Workers
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_fascism_DEF, file: localisation/countries_l_english.yml, value: the Serbian Empire
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SER_fascism_DEF, file: localisation/countries_l_english.yml, value: the Serbian Empire
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SIA_democratic, file: localisation/countries_l_english.yml, value: Kingdom of Siam
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SIA_democratic, file: localisation/countries_l_english.yml, value: Kingdom of Siam
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_reestablish_okhrana, file: localisation/country_russia_l_english.yml, value: Re-Establish the Okhrana
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_reestablish_okhrana, file: localisation/country_russia_l_english.yml, value: Re-Establish the Okhrana
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: italy.509.a, file: localisation/country_italy_l_english.yml, value: A True Ally!
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: italy.509.a, file: localisation/country_italy_l_english.yml, value: We have trusted them too much.
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: italy.509.d, file: localisation/country_italy_l_english.yml, value: [From.GetName] has accepeted our proposal for unification. They have declared a joint union between us and them.
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: italy.509.d, file: localisation/country_italy_l_english.yml, value: [From.GetName] has denied unification. They are silly fools!
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_the_southern_menace_desc, file: localisation/country_russia_l_english.yml, value: The Turks have been a menace to our control within the Balkans and the south overall. We have now managed to gather enough power though to deal with the menace once and for all.
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: SOV_the_southern_menace_desc, file: localisation/country_russia_l_english.yml, value: 
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: YUG_democratic, file: localisation/countries_l_english.yml, value: Serbian Confederation
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: YUG_democratic, file: localisation/countries_l_english.yml, value: Serbian Confederation
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: authoritarian_democratic_drift, file: localisation/ideas_l_english.yml, value: Authoritarian Democracy Drift
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: authoritarian_democratic_drift, file: localisation/modifiers_l_english.yml, value: Daily Authoritarian Democratic Support
[20:55:47][localize.cpp:583]: l_english: Duplicate localization found, key: ITA_communism_party, file: localisation/country_italy_l_english.yml, value: PSI
